,state,account_length,international_plan,voice_mail_plan,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
1168,OH,65,no,no,139,41.77,113,20.56,117,12.84,5,1.13,4,yes
1169,IL,58,yes,yes,96,24.28,100,23.15,105,8.7,4,2.4,1,no
1170,MO,36,no,no,115,34.41,115,19.61,127,9.09,2,2.75,3,no
1171,WI,54,no,no,119,19.86,123,10.46,101,9.79,2,3.24,1,no
1172,NJ,45,no,no,110,26.47,103,22.13,98,8.65,1,2.97,1,no
1173,VT,72,no,yes,113,23.48,83,22.11,118,6.09,2,2.21,2,no
1174,CT,141,no,no,108,8.82,83,13.77,115,10.06,3,2.73,3,no
1175,SD,20,no,yes,98,29.16,127,13.01,125,7.45,3,1.92,0,no
1176,OH,94,no,no,62,33.0,54,19.31,115,8.57,4,4.13,1,no
1177,NY,40,no,no,105,19.67,113,10.86,91,4.84,6,2.51,1,no
1178,OK,101,no,no,85,45.85,86,17.65,107,9.64,15,1.22,3,yes
1179,NC,170,no,no,107,41.89,124,19.39,95,7.49,8,2.46,0,no
1180,HI,105,no,no,121,38.66,89,22.82,82,6.45,4,3.51,1,no
1181,UT,103,no,no,110,32.27,83,9.82,103,8.61,4,3.29,0,no
1182,MD,140,yes,yes,124,32.11,102,13.68,100,8.9,5,3.11,4,no
1183,VT,101,no,no,0,0.0,119,16.33,95,7.6,4,1.94,1,no
1184,TX,98,no,yes,87,18.79,97,19.36,84,10.96,4,2.97,1,no
1185,AZ,104,no,no,116,28.49,112,18.63,94,9.72,2,3.16,4,no
1186,VA,115,no,no,90,22.44,75,16.79,114,7.91,0,0.0,3,no
1187,NE,70,no,no,86,36.28,77,17.4,101,11.55,4,1.54,1,no
1188,KY,126,no,no,120,29.82,71,8.36,93,9.09,1,2.86,0,no
1189,NV,87,no,yes,113,14.04,63,19.07,88,7.36,1,2.57,3,no
1190,MT,125,no,no,80,24.34,94,7.49,135,10.49,7,2.38,4,yes
1191,MO,86,no,no,139,21.34,93,22.93,110,10.61,8,2.4,1,no
1192,MS,73,no,yes,105,13.99,91,21.77,98,10.33,2,3.19,6,yes
1193,NM,232,no,no,104,28.15,115,16.65,77,5.32,3,3.19,1,no
1194,NH,133,no,no,91,27.56,94,18.03,78,11.72,5,3.29,1,no
1195,NC,103,no,no,84,28.32,91,16.35,115,7.56,6,2.08,1,no
1196,MT,131,no,yes,60,23.1,78,19.82,121,9.48,4,2.54,1,no
1197,SD,95,no,yes,78,28.17,94,18.33,91,10.95,6,2.65,0,no
1198,VA,182,no,no,90,29.94,106,14.87,134,10.56,4,2.62,1,no
1199,LA,99,no,no,89,24.19,95,17.38,114,9.14,1,2.46,0,no
1200,AK,141,no,no,74,14.14,104,16.2,79,6.77,7,2.89,1,no
1201,OH,29,yes,yes,101,39.95,79,15.58,106,6.29,7,1.54,2,no
1202,NM,65,no,no,95,17.97,100,12.05,105,8.12,12,1.78,2,no
1203,MI,81,yes,no,68,25.4,98,14.61,97,9.65,3,4.83,3,yes
1204,MN,37,no,yes,81,45.0,110,18.4,102,9.48,7,2.81,0,no
1205,WY,107,no,yes,45,27.25,70,18.83,109,11.77,1,1.51,1,no
1206,WY,127,yes,yes,117,16.3,131,13.56,132,6.88,3,2.81,1,no
1207,WA,78,no,no,77,23.92,114,16.59,107,11.38,5,3.16,0,no
1208,NM,55,no,no,148,20.35,96,19.7,113,10.0,2,1.24,2,no
1209,VA,86,no,yes,84,16.98,125,22.4,90,11.46,7,2.65,2,no
1210,RI,176,no,no,108,42.65,100,14.57,85,6.69,6,2.59,2,no
1211,AL,96,yes,no,117,34.1,120,24.61,95,4.42,5,3.02,2,no
1212,WV,11,no,yes,130,35.67,84,16.71,79,10.49,7,1.89,1,no
1213,WV,48,no,yes,70,33.66,121,23.26,71,9.81,4,2.05,1,no
1214,NJ,127,no,no,107,40.77,121,10.96,110,11.25,5,3.05,1,no
1215,MI,79,no,no,107,37.55,97,16.34,74,7.25,2,3.29,1,no
1216,MI,83,no,yes,117,38.49,97,19.95,82,6.01,7,2.92,1,no
1217,ND,60,no,no,99,34.54,131,20.04,112,10.12,6,4.08,2,no
1218,VT,122,no,no,115,23.24,137,20.66,110,8.5,4,2.32,0,no
1219,WA,136,no,no,97,25.94,85,17.76,99,5.36,10,1.35,1,no
1220,NC,172,no,yes,102,46.73,118,15.86,123,11.03,2,2.38,1,no
1221,WV,79,no,no,99,37.79,82,12.43,82,12.4,4,2.4,3,no
1222,ID,55,no,yes,104,37.83,94,14.58,114,16.99,2,2.62,1,no
1223,LA,111,no,yes,104,21.9,52,13.37,76,6.63,2,2.78,2,no
1224,GA,160,no,no,105,29.63,107,14.56,131,9.94,2,2.24,0,no
1225,FL,110,no,no,110,41.23,140,13.8,86,8.28,3,2.11,4,no
1226,CO,192,no,no,101,37.67,50,24.24,83,7.53,6,3.43,4,no
1227,NV,93,no,no,100,19.43,103,18.79,88,5.68,9,2.94,0,no
1228,VA,77,no,no,136,24.63,115,12.86,73,11.36,3,3.32,2,no
1229,UT,105,no,yes,111,40.21,110,9.95,115,9.95,3,2.19,2,no
1230,UT,133,no,yes,80,29.58,113,17.8,87,10.08,7,3.81,2,yes
1231,MO,131,no,no,95,18.62,48,28.23,108,11.64,7,1.78,1,no
1232,HI,118,no,no,113,22.68,92,10.29,129,11.46,4,1.59,1,no
1233,MD,125,no,no,94,23.31,83,17.83,114,10.73,4,2.32,1,no
1234,VA,95,no,no,88,33.49,68,16.18,104,9.54,8,4.35,0,no
1235,MT,80,no,no,160,33.68,87,13.32,76,8.19,3,2.51,3,no
1236,SC,145,no,no,78,6.72,106,22.47,90,8.36,6,2.7,0,no
1237,CO,37,no,no,107,33.92,110,17.64,123,3.78,4,2.19,2,no
1238,ID,87,no,no,93,26.66,68,18.34,77,10.05,6,2.05,1,no
1239,UT,195,no,no,108,10.74,88,18.72,99,8.28,3,1.38,0,no
1240,RI,123,no,yes,79,37.18,78,13.89,116,7.82,1,4.05,0,no
1241,FL,41,no,yes,95,35.24,120,11.67,74,5.21,3,1.59,1,no
1242,MD,76,yes,no,66,46.46,121,22.41,84,7.43,7,3.24,1,yes
1243,IL,86,yes,no,120,45.24,92,15.47,103,9.29,4,2.78,1,no
1244,PA,140,no,no,89,19.18,65,13.32,85,11.23,6,4.4,0,no
1245,AZ,70,no,no,112,17.8,104,6.99,110,7.62,7,4.27,3,no
1246,NH,121,no,yes,62,32.95,97,16.8,95,9.85,4,1.59,0,no
1247,RI,112,no,no,102,28.66,117,25.33,110,8.76,5,2.65,1,no
1248,HI,118,no,no,122,43.04,78,17.09,108,8.79,7,2.62,2,no
1249,NJ,66,no,yes,92,29.7,105,19.73,98,13.74,2,2.4,1,no
1250,MD,129,no,yes,79,34.77,113,11.29,117,8.55,9,4.0,2,no
1251,OR,6,no,no,93,38.51,122,12.93,98,7.4,4,2.54,3,no
1252,NV,107,yes,no,91,39.8,105,13.86,100,12.71,3,2.7,1,no
1253,AR,107,yes,no,106,22.66,89,15.55,123,10.85,2,3.48,3,yes
1254,MT,138,no,no,87,22.76,110,14.14,139,8.71,3,4.16,1,no
1255,CT,103,no,no,104,27.23,70,11.81,97,14.06,2,2.62,0,no
1256,UT,116,no,yes,94,39.2,103,19.05,76,10.98,2,3.0,0,no
1257,NV,161,no,no,120,12.38,120,22.7,91,10.01,2,3.19,2,no
1258,TN,1,no,no,107,33.34,82,25.2,91,9.52,2,1.89,1,no
1259,DE,89,no,no,110,33.51,115,14.1,106,10.23,3,3.46,1,no
1260,NY,64,no,no,126,37.33,100,25.78,65,6.95,5,2.62,1,no
1261,IA,129,no,no,85,36.72,114,15.89,109,9.48,10,1.32,2,no
1262,VT,128,no,yes,136,37.89,80,22.27,101,8.61,4,2.92,0,no
1263,LA,81,no,yes,120,19.7,95,20.11,90,11.48,6,3.16,3,no
1264,MT,114,no,no,101,32.27,80,12.55,121,7.77,5,2.86,1,no
1265,WV,86,no,no,104,23.19,110,17.21,86,10.38,1,3.11,3,no
1266,ID,96,no,no,86,28.99,88,23.59,117,7.31,6,3.29,1,no
1267,AZ,72,no,no,88,46.31,125,9.17,81,8.35,2,3.43,0,no
1268,SC,64,no,yes,116,35.7,89,19.78,94,7.6,4,1.59,8,no
1269,OH,65,no,no,117,26.16,122,18.71,147,12.62,3,2.3,2,no
1270,MD,136,no,no,74,42.91,81,14.27,110,11.17,3,2.89,2,no
1271,MN,116,no,no,84,33.64,113,14.29,145,10.79,6,3.24,1,no
1272,NE,93,no,no,74,25.91,88,23.34,120,11.35,5,1.78,3,no
1273,MN,142,no,yes,105,40.36,93,14.95,110,9.46,3,2.48,3,no
1274,NY,92,no,no,82,45.15,75,15.36,113,9.5,2,2.32,1,no
1275,HI,70,no,no,91,33.54,81,25.99,105,7.69,6,1.81,1,no
1276,MO,22,no,yes,100,33.85,103,18.85,91,2.96,1,1.13,1,no
1277,NV,37,no,no,114,39.73,109,17.67,101,9.57,2,3.24,2,no
1278,MA,51,no,no,99,31.13,107,13.61,121,14.03,3,1.89,1,no
1279,FL,130,no,no,70,35.21,115,17.01,100,8.74,2,3.35,1,no
1280,WA,104,no,no,78,23.75,119,17.22,102,9.16,5,3.05,2,no
1281,CT,134,no,no,91,30.12,105,19.44,113,8.74,3,2.4,2,no
1282,KY,108,no,yes,136,28.87,101,14.76,105,9.66,7,2.57,2,no
1283,NM,103,no,no,83,29.5,65,20.77,66,9.97,2,2.62,3,no
1284,ND,62,no,no,100,27.18,99,14.64,109,11.84,4,1.51,1,no
1285,NV,162,no,no,89,19.57,111,16.73,98,9.56,3,3.08,2,no
1286,ID,42,no,no,108,15.67,120,17.95,73,5.81,6,3.54,1,no
1287,IA,36,no,no,94,19.91,117,20.01,108,9.96,2,2.43,0,no
1288,OH,143,no,no,99,37.96,128,14.2,84,9.14,4,1.22,0,yes
1289,NJ,197,no,no,111,26.32,102,14.58,86,10.23,2,2.86,3,no
1290,IA,81,no,no,141,44.44,102,18.33,96,12.23,6,2.16,1,yes
1291,DE,138,yes,no,104,7.91,114,15.81,95,7.54,4,2.59,4,yes
1292,CA,103,no,yes,84,25.48,84,14.53,112,7.72,7,3.11,0,yes
1293,WY,127,yes,no,102,41.17,80,19.22,96,11.34,5,3.75,2,yes
1294,ME,99,no,no,102,37.81,89,15.79,81,10.7,8,3.24,2,no
1295,AR,95,no,no,79,11.8,109,16.22,102,9.9,5,2.4,0,no
1296,WV,113,no,no,111,10.4,88,7.85,114,8.88,3,3.7,5,yes
1297,PA,128,yes,no,112,41.68,101,8.63,116,6.85,5,2.89,0,no
1298,DC,81,yes,no,105,38.66,120,17.98,113,11.62,3,3.21,0,no
1299,AR,57,no,no,68,32.78,86,13.43,105,10.6,6,3.43,1,no
1300,MS,140,no,no,98,27.64,109,17.53,66,6.37,2,2.21,1,no
1301,MD,102,no,no,80,46.09,133,14.62,105,7.61,5,2.78,1,no
1302,CT,107,no,no,94,17.58,125,16.09,125,10.22,3,3.89,1,no
1303,SC,106,no,no,106,8.87,113,18.71,95,5.05,2,3.08,2,no
1304,MI,225,no,no,106,28.12,109,23.26,93,9.45,3,2.35,0,yes
1305,SD,75,no,no,110,25.08,97,16.29,68,6.08,3,4.43,2,no
1306,CO,86,no,no,93,37.03,95,18.25,70,10.29,7,3.05,0,no
1307,ID,169,no,no,79,40.07,85,11.64,97,9.94,10,3.59,1,no
1308,AZ,122,no,yes,92,34.77,121,11.87,103,9.23,5,2.32,2,no
1309,FL,106,no,no,143,30.33,123,21.0,105,11.7,2,2.59,0,no
1310,MN,52,no,yes,68,22.12,77,21.01,87,13.02,5,3.65,2,no
1311,DE,79,no,yes,100,17.63,78,20.09,102,11.55,4,4.0,2,no
1312,MI,135,no,no,91,40.78,104,15.05,118,9.77,3,1.59,2,no
1313,MS,70,no,no,110,25.23,90,22.7,101,6.82,4,2.4,0,no
1314,MA,80,no,no,106,25.26,65,17.92,86,9.17,2,2.7,2,no
1315,CA,37,no,no,69,32.49,113,10.98,117,9.34,1,3.48,0,no
1316,MN,161,no,yes,76,37.15,94,9.58,121,9.23,4,1.97,1,no
1317,VT,137,no,no,95,16.58,82,16.64,78,13.0,0,0.0,1,no
1318,CT,123,no,no,126,21.88,94,10.0,132,8.93,5,2.92,0,no
1319,WV,80,no,yes,69,40.22,68,16.79,102,9.43,10,2.57,2,no
1320,WV,94,no,no,113,14.6,91,19.27,110,12.58,16,4.21,0,no
1321,NE,105,no,yes,96,24.0,94,14.25,101,12.35,2,3.08,1,no
1322,NC,73,no,yes,104,33.05,84,14.96,110,10.35,3,3.11,0,no
1323,NE,112,no,no,100,28.49,90,13.13,107,12.66,3,4.67,2,no
1324,IL,179,no,no,134,39.87,94,13.96,72,8.61,4,1.65,1,no
1325,MA,57,no,no,78,26.21,85,16.72,97,11.41,9,2.73,1,no
1326,AZ,127,no,yes,99,24.34,91,14.44,77,9.97,1,3.13,1,no
1327,SD,122,yes,yes,80,36.79,90,21.22,99,8.37,4,3.43,1,no
1328,MT,33,no,yes,85,27.52,82,12.85,131,8.59,2,2.3,1,no
1329,VT,94,no,no,90,20.18,57,17.43,100,7.75,6,2.81,3,no
1330,UT,100,no,no,123,30.45,132,16.71,116,8.4,10,2.75,1,no
1331,HI,106,no,no,97,25.14,99,17.79,80,7.29,5,2.38,2,no
1332,DC,148,no,yes,110,35.56,73,9.91,105,4.93,4,4.46,2,no
1333,WI,120,no,yes,140,41.53,89,27.4,83,7.51,6,2.86,0,no
1334,UT,91,no,yes,96,29.8,122,22.3,76,6.48,11,1.51,1,no
1335,WA,86,no,no,92,25.59,95,10.23,96,12.2,2,2.43,1,no
1336,MT,94,no,no,136,27.8,111,12.21,82,11.4,5,3.4,1,no
1337,NJ,85,no,no,93,40.27,113,16.8,78,13.91,7,3.08,2,yes
1338,CT,89,no,no,77,13.99,80,14.21,70,8.76,4,1.94,1,no
1339,VA,128,no,no,111,36.72,115,13.06,74,10.22,4,3.43,1,no
1340,NC,115,yes,no,119,30.6,126,16.9,70,9.77,3,3.35,1,no
1341,AK,76,no,no,55,24.43,108,14.71,95,10.76,6,1.57,1,no
1342,IL,90,no,yes,106,31.55,113,18.67,120,6.84,5,3.0,2,no
1343,CT,30,no,no,108,23.39,80,13.77,126,8.45,10,1.57,3,no
1344,KS,105,yes,no,119,46.56,103,23.68,90,11.49,7,2.94,1,yes
1345,MA,102,no,yes,92,21.3,108,12.0,68,7.57,2,1.7,3,no
1346,AR,63,no,yes,86,36.53,89,16.85,139,7.69,5,2.21,0,no
1347,MS,155,no,no,93,27.71,102,17.33,109,7.15,4,4.08,2,no
1348,ND,82,no,yes,77,27.85,112,11.47,95,3.57,2,2.38,2,no
1349,IN,87,no,no,113,32.22,100,17.42,93,9.98,3,3.62,1,no
1350,MI,115,no,yes,110,26.38,133,19.63,100,11.77,4,1.22,0,no
1351,VT,121,yes,yes,127,43.2,108,15.32,129,8.83,4,2.35,3,no
1352,WV,54,no,yes,90,19.04,112,17.68,83,6.76,4,3.05,2,no
1353,ME,105,no,no,73,19.64,83,22.72,90,5.14,5,3.59,3,no
1354,IA,73,no,no,102,23.31,114,17.92,120,8.61,4,3.0,1,no
1355,CT,95,no,no,113,33.73,144,20.05,99,14.65,3,2.73,0,no
1356,NM,21,no,yes,94,22.56,101,17.39,78,6.96,7,3.48,3,no
1357,OR,163,no,yes,99,37.33,99,17.88,88,10.92,8,3.73,2,no
1358,VT,57,no,no,96,28.83,112,19.95,83,12.84,4,3.02,0,no
1359,RI,104,yes,no,73,27.27,103,24.98,90,13.8,5,3.4,4,no
1360,AL,95,no,no,114,33.08,106,19.79,92,7.8,2,1.03,3,no
1361,CT,74,no,no,95,26.71,36,18.11,77,12.62,3,2.05,2,no
1362,TN,67,no,no,125,30.57,86,14.72,97,12.28,4,2.94,0,no
1363,ID,104,yes,no,108,25.19,113,13.75,103,11.67,4,2.97,0,no
1364,TX,71,no,yes,103,31.14,111,17.8,109,7.76,6,3.21,1,no
1365,NH,149,no,no,88,20.26,110,14.31,119,9.21,6,3.29,4,yes
1366,ND,154,no,yes,102,38.08,99,16.32,100,7.34,2,2.59,0,no
1367,KS,117,no,no,83,31.42,101,21.13,113,5.99,8,2.59,1,no
1368,ME,130,no,no,140,29.97,104,17.09,123,7.29,5,3.05,1,no
1369,RI,73,no,no,115,41.09,133,14.32,122,7.64,2,3.0,2,no
1370,WI,100,no,yes,121,38.2,131,24.99,61,13.05,6,2.65,0,no
1371,NC,149,no,no,115,35.24,82,16.86,83,5.13,4,2.32,1,no
1372,OH,29,no,no,81,33.46,110,14.28,98,5.97,7,3.43,2,no
1373,WY,131,no,no,74,18.85,90,9.83,114,8.57,9,4.27,1,no
1374,NJ,153,no,no,145,20.83,103,23.23,71,8.9,3,2.16,2,no
1375,WI,133,no,no,65,31.79,128,12.02,108,10.72,8,2.7,2,no
1376,KY,112,no,no,113,28.99,129,16.42,91,8.46,6,3.02,0,no
1377,NY,87,no,no,101,34.82,80,13.69,89,12.86,3,2.57,0,no
1378,AZ,66,no,no,133,26.18,121,16.91,100,6.84,3,2.57,4,yes
1379,CO,74,no,no,93,38.28,120,18.28,95,10.88,2,2.46,2,no
1380,MD,116,no,no,79,27.1,88,15.26,71,7.55,2,2.62,6,yes
1381,AR,68,no,no,95,29.36,90,11.82,99,7.84,1,3.16,2,no
1382,TN,68,no,no,99,37.88,85,14.94,111,9.09,3,2.97,3,no
1383,DE,54,yes,no,77,36.4,94,20.44,75,8.5,3,2.73,1,no
1384,WI,107,no,no,104,22.78,94,14.83,79,14.0,3,1.97,3,no
1385,WV,124,no,no,74,31.42,84,14.88,95,7.12,6,2.84,1,no
1386,CT,95,no,yes,112,48.13,86,24.33,129,11.78,3,3.05,3,no
1387,MN,173,no,no,143,49.61,134,18.22,119,6.8,2,2.67,0,yes
1388,MO,110,no,no,94,37.86,98,8.99,78,9.67,4,3.65,1,no
1389,VA,102,no,no,79,29.67,136,20.13,110,12.17,5,2.3,0,no
1390,NH,130,no,no,86,11.63,110,16.43,139,7.72,4,2.81,0,no
1391,OK,91,no,yes,78,46.41,98,18.32,114,4.71,2,2.59,1,no
1392,CT,64,yes,no,134,38.3,87,9.2,132,6.28,9,4.67,1,yes
1393,TN,176,no,yes,130,48.14,74,13.82,104,8.0,6,1.94,1,no
1394,MD,93,yes,no,78,22.34,106,18.67,103,7.01,2,3.0,1,yes
1395,WI,84,no,yes,87,15.25,73,11.78,114,7.46,2,2.89,1,no
1396,SD,138,no,no,102,21.61,106,21.05,75,9.35,3,1.35,3,no
1397,ND,101,no,yes,132,18.0,107,19.69,120,12.66,5,2.89,1,no
1398,VA,136,no,no,79,24.19,113,13.43,75,7.99,11,1.62,2,no
1399,MA,132,no,yes,93,34.32,75,13.29,92,5.91,5,3.7,0,no
1400,SD,128,no,no,91,42.04,60,15.53,112,6.44,2,3.97,3,no
1401,AL,92,no,yes,96,41.17,144,13.57,108,9.45,1,2.4,1,no
1402,AL,197,yes,no,80,21.64,115,18.9,95,7.83,5,3.7,5,yes
1403,WV,191,no,no,104,27.54,120,20.5,83,9.47,7,2.94,1,no
1404,SC,99,no,yes,93,30.45,102,20.26,96,7.46,1,2.86,2,no
1405,UT,78,no,no,85,32.83,105,14.63,119,5.83,1,2.75,0,no
1406,NY,98,no,no,99,29.19,87,14.86,130,8.53,6,2.11,1,no
1407,NH,56,no,yes,87,20.69,76,15.64,98,12.0,3,3.43,1,no
1408,VA,84,no,no,105,22.13,60,23.63,74,13.74,6,3.78,2,no
1409,VT,95,no,no,96,34.58,61,14.33,105,7.79,3,3.7,2,no
1410,WY,16,no,no,83,29.7,122,23.87,80,7.73,8,2.84,5,no
1411,NV,76,yes,no,120,40.97,96,19.7,67,9.91,1,2.67,1,yes
1412,WV,93,no,no,95,24.09,100,18.79,71,10.22,3,2.75,0,no
1413,WA,83,no,no,96,22.92,78,14.21,123,7.27,5,2.08,2,no
1414,KS,123,no,no,119,27.73,51,21.2,77,7.57,10,2.43,1,no
1415,OK,82,no,no,73,56.07,120,17.71,102,12.02,6,2.86,0,yes
1416,CO,110,no,no,93,22.42,106,23.18,105,8.68,4,1.92,1,no
1417,AK,96,no,yes,91,25.5,75,13.55,55,10.26,3,2.3,1,no
1418,TN,47,no,yes,93,33.42,140,20.52,118,10.17,4,3.48,2,no
1419,KY,115,no,no,107,16.95,96,12.33,99,6.72,4,3.81,2,no
1420,PA,69,no,no,88,24.41,86,12.05,83,8.73,5,2.92,3,no
1421,CT,163,no,yes,56,39.42,91,18.0,74,12.08,3,3.32,2,no
1422,MN,98,no,no,107,12.38,103,15.84,110,7.89,4,2.84,3,no
1423,PA,174,no,yes,143,37.71,115,17.9,109,9.98,9,3.35,1,no
1424,OR,95,no,no,120,45.73,120,19.86,61,8.07,4,1.97,2,yes
1425,PA,79,no,no,114,45.61,111,15.77,88,11.91,7,1.7,1,yes
1426,OK,123,no,yes,127,33.78,105,21.17,124,7.79,5,3.38,1,no
1427,VT,99,no,no,75,19.64,111,18.54,98,11.47,7,3.11,7,yes
1428,PA,141,no,no,113,36.65,81,17.05,107,6.92,6,3.35,1,no
1429,NM,132,no,no,107,28.88,121,17.8,79,9.27,2,3.11,1,no
1430,FL,133,no,no,85,34.29,116,14.4,80,12.88,4,1.62,0,no
1431,TX,133,no,no,133,37.59,140,13.62,84,7.28,3,2.27,4,no
1432,VT,93,no,yes,117,37.18,61,9.78,85,8.67,5,2.54,2,no
1433,MA,34,no,no,89,49.93,71,23.16,76,8.02,10,2.97,2,yes
1434,DE,96,no,yes,96,29.89,84,17.56,105,8.01,2,3.0,2,no
1435,FL,144,no,no,95,47.35,90,20.46,90,5.4,5,3.13,1,yes
1436,ID,24,no,yes,105,40.17,114,16.22,105,5.81,2,1.94,3,no
1437,MD,54,no,no,113,46.55,156,10.17,117,12.04,3,3.16,1,no
1438,WV,50,no,no,129,22.29,94,13.64,88,9.31,9,1.51,5,yes
1439,ID,92,no,yes,83,28.46,129,21.98,110,5.24,3,3.02,4,no
1440,NV,96,no,no,68,33.61,53,21.29,67,8.15,3,2.84,3,no
1441,OH,146,no,no,93,28.82,71,19.63,115,12.14,7,2.43,2,no
1442,ID,138,yes,yes,116,38.28,88,14.74,99,6.56,4,3.16,0,no
1443,MO,76,no,no,84,22.05,80,15.09,87,10.3,3,2.03,5,yes
1444,NE,99,no,no,66,34.0,104,9.17,82,10.52,2,3.08,3,no
1445,NC,83,no,yes,87,16.3,105,22.24,109,10.29,4,3.59,0,no
1446,ME,36,no,yes,110,25.98,67,20.64,74,6.63,2,2.46,1,no
1447,AZ,109,yes,no,85,45.63,131,12.8,84,13.41,8,2.62,2,yes
1448,AZ,100,no,no,152,32.05,115,12.61,88,8.09,5,4.1,2,no
1449,HI,104,no,no,97,29.0,111,13.78,131,9.48,1,1.65,1,no
1450,NJ,106,no,no,124,32.54,116,17.06,76,10.35,3,2.21,1,no
1451,SC,100,no,no,87,19.7,56,9.46,77,7.66,4,1.92,1,no
1452,MN,99,no,no,86,21.9,105,17.33,131,12.72,4,3.81,2,no
1453,WV,50,no,no,108,22.39,103,18.4,126,8.82,5,2.97,1,no
1454,MS,105,no,no,48,17.24,119,13.52,53,11.66,2,3.29,1,no
1455,NM,161,no,no,121,18.28,46,21.79,131,11.12,3,3.4,2,no
1456,HI,97,no,yes,105,20.59,115,22.12,100,10.01,5,2.24,3,no
1457,WA,130,no,no,70,21.13,99,23.01,83,10.78,6,0.95,0,no
1458,WI,92,no,no,101,26.81,100,25.38,99,9.76,3,3.73,1,no
1459,CO,119,no,no,68,21.13,88,17.6,93,7.08,1,4.0,0,no
1460,NV,115,no,no,125,48.69,74,17.48,141,8.61,6,1.86,1,yes
1461,RI,134,no,no,95,24.09,101,17.48,60,9.83,6,2.38,0,no
1462,VA,127,no,yes,91,29.41,64,20.89,99,13.5,3,1.3,0,no
1463,NJ,80,no,no,120,45.68,147,25.59,140,7.52,1,1.57,2,yes
1464,ND,153,no,yes,130,37.15,103,11.41,105,5.35,6,2.54,0,no
1465,MN,85,no,no,114,43.4,83,16.54,78,12.45,5,1.0,3,no
1466,HI,79,no,no,124,7.12,95,17.94,55,10.71,5,3.08,1,no
1467,ND,35,no,no,87,44.34,78,21.94,123,5.91,2,1.57,1,no
1468,WI,120,no,yes,94,40.7,88,22.05,132,10.71,3,2.08,0,no
1469,MN,68,no,no,94,38.54,129,14.31,117,8.49,1,2.75,0,no
1470,KS,120,no,no,110,26.86,103,16.75,132,6.97,5,2.7,1,no
1471,ME,23,no,no,74,19.23,95,14.35,126,11.83,2,1.86,1,yes
1472,WY,225,no,no,142,31.06,63,20.95,103,9.81,2,2.38,1,no
1473,NY,181,yes,no,83,27.42,83,10.57,98,11.79,3,3.81,0,yes
1474,VT,63,no,no,92,24.23,102,17.71,120,10.3,2,2.03,2,no
1475,NC,54,yes,no,108,32.39,108,22.07,111,6.37,2,2.62,2,yes
1476,MO,80,yes,yes,110,27.08,120,14.5,82,6.35,5,3.21,1,no
1477,NC,118,yes,yes,106,26.15,111,10.48,103,5.3,6,2.48,1,no
1478,NJ,42,yes,no,127,30.72,94,14.84,114,7.44,6,3.24,2,no
1479,OH,134,no,no,105,34.46,90,19.12,108,11.43,7,3.27,0,no
1480,TX,66,no,yes,100,32.44,93,22.21,108,9.43,6,2.4,0,no
1481,TN,127,no,yes,124,40.05,113,20.13,127,10.85,2,2.08,1,no
1482,HI,146,no,no,77,32.18,128,13.25,83,8.37,3,2.0,0,no
1483,WY,93,no,yes,101,28.37,84,23.22,106,7.69,1,3.11,1,no
1484,CT,77,no,no,87,41.68,83,21.6,91,10.77,4,2.03,0,yes
1485,NM,111,no,no,125,22.54,67,18.79,101,5.76,2,3.43,4,yes
1486,NJ,125,no,no,64,30.99,121,11.88,96,7.72,7,3.13,2,no
1487,AL,115,no,yes,86,32.69,90,7.54,120,10.32,3,2.84,2,no
1488,MN,115,yes,no,110,20.74,100,18.72,124,8.09,2,2.92,2,yes
1489,NC,114,no,no,101,32.81,81,21.25,79,6.0,2,2.59,2,no
1490,ND,118,no,yes,125,15.56,113,18.69,99,10.31,8,3.43,2,no
1491,NY,21,no,no,81,41.6,117,14.28,87,12.67,1,1.78,1,no
1492,WI,142,no,yes,103,40.77,65,24.3,106,11.55,4,2.57,0,no
1493,WY,62,no,no,132,29.31,100,19.59,109,10.27,5,2.97,0,no
1494,OR,149,no,no,83,41.23,97,20.86,80,9.88,3,2.7,3,yes
1495,CO,54,no,yes,82,19.99,60,13.53,113,10.64,10,3.05,2,no
1496,LA,112,no,no,127,29.67,71,22.04,120,7.67,7,3.05,1,no
1497,AL,68,no,no,83,26.74,85,18.78,129,9.85,7,3.24,1,no
1498,TX,201,no,yes,97,32.64,81,20.32,125,5.22,3,4.08,1,no
1499,PA,88,no,no,76,37.09,60,14.39,99,6.35,1,2.16,1,no
1500,IL,85,no,yes,97,24.58,102,11.9,148,7.44,3,2.94,1,no
1501,DE,51,yes,no,108,26.11,85,19.8,92,9.64,4,3.81,0,yes
1502,MO,45,no,yes,104,23.09,101,18.91,92,10.6,6,2.13,2,no
1503,AR,116,no,no,69,27.32,106,12.48,144,12.95,5,2.21,0,no
1504,OH,146,no,yes,91,34.43,108,20.52,77,7.63,2,2.11,1,no
1505,WI,63,no,yes,119,25.87,91,19.3,103,8.81,5,3.32,1,no
1506,GA,133,no,no,90,38.66,135,6.22,99,5.14,7,1.27,0,no
1507,KY,125,no,no,115,32.57,108,17.48,123,9.46,3,2.48,2,no
1508,OH,72,no,no,111,23.61,102,17.99,91,8.08,3,2.92,1,no
1509,TN,130,no,no,102,21.59,107,17.59,99,10.43,6,1.65,0,no
